product_id,page,page_order,recommended,date,bugType,haveBugs,invalidPositionOverTime,implementationResponseIssue,invalidContextOverTime,interruptedEvent,invalidEventOccurraceOverTime,actionNotPossible,actionWhenNotAllowed,informationOutOfOrder,lackOfRequiredInformation,invalidInfoAccess,objectOutOfBoundForAnyState,objectOutOfBoundForSpecificState,artificialStupidity,invalidValueChange,invalidGraphicalRespresentation,text,hours,username,products,early_access,products_ismissing
1144200,1,2,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,love the game and would give it a 10 out 10 but they took out my mom has a mexican maid and the barrel physicsso yeah rip to that but otherwise awesome game,35.6,philcrest,31,TRUE,FALSE
108600,1,0,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,in what can only be described as a simplistic top down zombie survival game pz is a fun game that is a true test of patience and strategy took me a few times to get the hang of it but once you discover the innerworkings of how this game ticks it becomes a lot of fun i personally enjoying playing coop with friendsmakes the experience way more fun and not so monotonous,6.5,ultramarine716,17,TRUE,FALSE
108600,1,7,FALSE,01-01-22,invalid event occurance over time,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fun game ruined by overly punishing update more zombies in each locationbuilding than would exist in a large city degradation of every item over timeuse increased to the point you can barely finish a fight without losing weapon bag or clothing,180.9,kobogen,157,TRUE,FALSE
108600,1,8,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,im a fan of 1st person graphics and a sucker for eye candy somehow project zomboid manages to be incredibly immersive and entertaining without all that great attention to detail from the way injuries work to the sound system and from cooking and crafting to combat the construction system is a little barebones but using it for base building can be a great part of the game finding a spot that suits your needs building it up fortifying it keeping the zeds off of it storing all your stuff the game has a ton of stuff wide varieties of tools food medical supplies clothing weapons all sorts of other miscellaneous items almost all of it has some purpose in the game the combat mechanics take a little getting used to but work really well once figured out its important to keep moving while swinging your weapon in other directions it can take some practice recognizing exactly when its time to switch from fighting to running for your life to hiding theres a bit of a learning curve and it can be frustrating once i got the hang of it though i found the combat fluid and responsive in ways a more simple combat system wouldnt be the character system is surprisingly deep for a permadeath game ive yet to get anywhere near maxing out a character in anything but vegetable farming i dont know how much more content theyre planning but it plays like a content complete game and i havent had any issues with bugs or crashes all in all i highly recommend this one if youre into the openended sandbox survival genre especially if youre into zombies too,711.7,intorpere,93,TRUE,FALSE
1086940,1,0,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,great game in the making will be excessively excited when its done i wont say not to buy it now but as someone who had a friend group ready and an obsession with fantasy games weve blown through a couple times already might wanna wait till its done with that said  this is a great game,24.9,elkraf,46,TRUE,FALSE
1086940,1,1,FALSE,01-01-22,implementation response issue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,like its definitely fun but the stability is a major concern im really surprised they would push a patch out with such poor stability after having 5 crashes a session even after a hotfix patch im over it maybe when its finally out in 5 years ill feel differently,81.4,wickedmystic,142,TRUE,FALSE
1086940,1,2,TRUE,01-01-22,information out of order,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,so many systems to learn its a bit overwhelming its a lot of fun once you get into it tho 39 hours and still learning every session,39.2,voxix,120,TRUE,FALSE
1086940,1,5,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,so far it is a fantastic game lets just hope it stays on course and the finished project is just as good or even better just hope that is sooner than later bought this on stadia and have put countless hours into it already purchased it on steam because i want to play around with mods,7.1,frostdusk,601,TRUE,FALSE
1086940,1,6,FALSE,01-01-22,invalid value change,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,this game needs a higher level cap not worth playing in its current state with only 4 levels of xp if you want essentially the same experience with different spell mechanics get divinity 2 and wait for this to get better and cheaper 80 for an unfinished game is kinda,138.3,zardu hasselfrau,37,TRUE,FALSE
1086940,1,7,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a masterpiece in its own respect seamless transition between top down rpg turn based tactics and 3rd person cinematography having spent over 100hrs on just the first act i can personally promise that there is enough content to last you and 3 friends a while in addition to that the character building options that the game offers are extensive enough to warrant more than one playthrough 1010 would reccomend,168,rocketsheep,188,TRUE,FALSE
1086940,1,8,TRUE,01-01-22,"invalid graphical representation, artificial stupidity",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,the game has film grain that takes away the splendor of the game and the over all graphic controls are confusing to manage i would like to manualy remove some effects so that i can have smooth graphics and prevent the lag during cutscenes which i love to watch but sometime cant due to the lag in game by too mnay higher function being put in place,33.2,tatical,47,TRUE,FALSE
1893860,1,1,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the two other fingers are used to jack off caw caw good luck jacking off with only two fingers caw caw,0.5,annoying crow,1245,TRUE,FALSE
1893860,1,2,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,for the fact this game is in early development its fun asf and has so much potential to be a great game,5.7,j.templarearl,17,TRUE,FALSE
1893860,1,3,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200 must get this game is hilarious when you get a couple friends i recommend making the server where others can join  for more fun devs hit me up if you want some ideas,1.1,cyal,13,TRUE,FALSE
1893860,1,4,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,me and the homies hopped on for 10 minutes would recommend for the bois although using max fov wasnt good enough we need 250 fov at least,0.4,tsh | punda,26,FALSE,FALSE
1893860,1,6,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fun simple game you have two basic abilities right mouse click  grab the purple stuff with your hook and keep it pressed to roll of it gaining momentum and height left mouse click    punch people with your fist to throw them off there is the lobby map where you can learn the basics get some achievements and wait for more players to start the real game you need to go into the alien portal need at least 2 players for it to actually start a game though in there you can choose from 3 types of maps each with some more mini maps it seems in order to actually play the game gameplay super simple and straightforward fun game you can play online vs other people lots of servers so you dont need to fear lagging but as the game just came out there wont be much people in at the moment so best to play with some friends i enjoyed just playing vs random people so should be really fun with friends graphics what you see in the pictures is what you get i didnt think i would like it at first but its actually fine sounds fine achievements some you get from just playing the game some you can get as a single player just opening a lobby some you have to get when playing vs others like winning a game but the achievements are easy to be honest having achievement in a game is always a plus d additional informationnotes to the developers there is no chat i dont care about voice chat to be honest and with friends you have discord and stuff but for playing just online vs other people i would love to have a chat so i can say lol when i fail and jump to my death say gg when game is done etc tldr fun game to play with friends and pass the time kinda unique in its own way and has nice achievements should play for sure d,1.9,@nirelg,412,FALSE,FALSE
1826960,1,0,FALSE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no option to select language before getting past tutorial good luck deciphering your way to the options menu,0.1,archaon,575,TRUE,FALSE
1826960,1,2,TRUE,01-01-22,invalid event occurance over time,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,the game itself isnt bad its unique in the way that these types of games usually are mobile the games story line is is the classic like military fighting game like clash of kings for example so it quickly gets boring the tutorial is bit bad it doesnt give u enough time to read it it skips as soon it says it verbally in the asian language and it forcefully made me destroy one of the heroes  one of its pros is that it needs very little space and doesnt require much of computers performance it will launch on most lowend computers id say if u are fan of the asian community like anime girls and havent already played these types of games like 100 times on mobile its worth giving it a try,0.9,elisabeth,12,TRUE,FALSE
1826960,1,3,FALSE,01-01-22,invalid context state over time,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,i have to put this game down because all the heroes ive summoned are disappearing into thin air before i can utilize them for my own gameplay ive summoned over 50 2star heroes only to realize they just vanish how am i supposed to play this game without a single hero i dont even want to play with 3 star or higher heroes game doesnt even have an option to get 1 star heroes does it i just want to play with 2 star heroes at least why do they have to be automatically converted to skill exp without an option to keep them,0.8,urimiya,114,TRUE,FALSE
1826960,1,6,FALSE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,also gacha also lazy 11 mobile game port disregard my additional hours in this game im a gachatard and a sucker for idlecity building games,64.8,akiraleir,85,TRUE,FALSE
1826960,1,7,TRUE,01-01-22,artificial stupidity,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,so before us is the classic browser strategy of the years since the midnoughties all the basic mechanics have not changed since then with the increase in the level of buildings the cost and time of their upgrade increases exponentially so you can expect sooo long buildings in the later stages of the game,0.8,n1k0msl,26,TRUE,FALSE
887570,1,0,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,an amazing space rts that features full ship composition and control and the freedom of 3 dimensional space 300 left in bank account rn but totally worth it,22.8,05 council,10,TRUE,FALSE
887570,1,1,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this is amazing im playing it right now and can say this developer really really knows whats he is doing he obviously knows a lot about modern fleetships im quite happy i found nebulous not an easycasual game but totally recommended for those who want to lead a task group or a task force in space 1010,1.3,alx,83,TRUE,FALSE
887570,1,2,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nebulous fleet command is a tactical real time strategy simulation set in space in which players can engage in pve or pvp battles against some predefined or custom battle groups the game has extremely complex and in depth mechanics and the best controls possible considering 6 axis movement is implemented ships can roll pitch and strafe space combat done beautifully features advanced tracking systems like data sharing between ships capable of communications radar detection for ships equipped with radar missiles torpedoes gunnery etc and the countermeasures to those systems,20.1,sgt.selfharm,300,TRUE,FALSE
887570,1,4,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,as a fan of gratuitous space battles as a kid and other space rts games this is amazing i love modules electric warefare real time strategy and macro control this game does it all 810 current con the fleets saved positioning and orders dont carry over to multiplayer atm,12.7,safaricalamari,84,TRUE,FALSE
887570,1,5,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,one of the best and most unique rts i have played in the last 5 years it takes some time to get used to 3 d space but once you get the hang of it its just breath taking,57,protosszocker | twitch.tv/sd_lea,170,TRUE,FALSE
887570,1,6,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plenty of people have already spoken at length about the neat ewar features as well as the realism it approaches with its seminewtonian space combat however i want to highlight what its actually like to play this game against players  and wh,44.8,christopher,328,TRUE,FALSE
887570,1,7,TRUE,01-01-22,"lack of required information, information our of order",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,this game is cool but it is waaaaaay too niche to recommend unless you like very complex slower paced sim type strategy games  i have been trying to play it and its just too complex for me to really get into  i would dig it more if things were simplified alot more  i thought this would be kinda like homeworld but with more detail and no ship building  but this is more of a sim type game with tons of detailed systems which i found daunting to figure out  i honestly just dont have the time to invest in learning all its nuances the way commands are issued and moving on the 3d plane can be very confusing and difficult  trying to aim the ecm and make way points accurately is a nightmare  the way electronic warfare is implemented only exacerbates the difficulty in movement and clutters the already insanely cluttered ui even more  also path finding is non existent as your ships and ai get stuck on asteroidsobjects and cant navigate around them unless you manually give way points  imo the biggest weakness for the game is the controls and i found them overly complex and difficult to figure out partly because there are just too many systems to manage this is a cool game and i recommend it for patient strategists who like detailed sim elements  but realize its extremely detailed and not for everyone  i watched several gameplay videos and thought it looked really cool but the reality of using the controls is what holds the game back for me  either way i dont mind supporting the devs because what is here is actually really cool and original even if its not my cup of tea,4,918informant,187,TRUE,FALSE
887570,1,8,FALSE,01-01-22,implementation response issue,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,it doesnt make sense that this game has overwhelmingly positive reviews  im sure many reviewers are overlooking certain aspects of this game  as a heads up completing the tutorial and maybe a single match will put you near or over the 2 hour return mark so keep that in mind in theory this could be a cool realistic space fighting game  in reality maybe it is  and maybe thats my issue with it  the game is slow  very slow  example i started a match online and first 8 minutes not exaggerating was spent moving my ships  there was nothing going on nothing for me to do  i was just moving into the map  that isnt some odd one off thats nearly everytime i  dont know if the maps are too big or the ships are too slow but good lord its boring at the start  i could go on but at the end of the day  the game isnt all that fun  everything about the game is very basic theres very little depth theres very little going on its really boring maybe im not its target audience  i do like both rts games and action packed games though either works for me and a game need not be both  this is neither,5,sentrysteve,188,TRUE,FALSE
1871830,1,0,FALSE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,id rather bum my cat for eight hours straight than play this b tech minecraft hidden behind a  escape room,0.8,atomictortoise01,38,TRUE,FALSE
1871830,1,3,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i really loved the game it was simple yet enjoyable however it would be nice if objects were easier to rotate overall i feel like this is a fun way to pass the time,0.4,amorisgutierrez,1,TRUE,FALSE
1871830,1,7,TRUE,01-01-22,artificial stupidity,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,great detail and unique concept i understand the camera view adds to the feel of the game and i might just be weird but i got nauseous from the camera very quickly also when i put the chair against the crib jump on the chair and jump up and down and just move in the chair 1 its really slippery and also 2 i can like move with the chair i like to think that i just became one with the chair but its obviously just a tiny bug i am guessing the developers are looking for feedback so that is what i would say also just adding more rooms and stuff but im sure that will come since its just in early access great job and i wish you the best of luck,0.1,leadsingerforkidzbop,2,TRUE,FALSE
1871830,1,8,TRUE,01-01-22,artificial stupidity,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,i fun a couple of bugs like when i step on a letter it just vanishs and when i step on the piano i start to shake other than that this is game is very good and i love the idea,0.2,xtm653,15,TRUE,FALSE
1871830,1,9,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,you can play through the fire and flames on the keyboard caw caw or play i  blood by cannibal corpse caw caw,0.1,annoying crow,1245,TRUE,FALSE
1659040,1,0,TRUE,01-01-22,invalid value change,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,oh boy do i wish steam have a neutral button but here i go anyways excellent gameplay and great conclusion to the trilogy narrative wise and i have to commend the devs for cutting almost 100gb off the originally gigantic size of the previous games combined and made it much more compact in the legacy pack very useful if you want to play all 3 games without clogging your storage space on one note however  get it on sale when its half its price which i did the price is too high for a oneyear old game  the third parts levels feel much more linear than the previous games with less various stuff to do in the maps berlin is an exception i found chongqing and carpathian mountains particularly egregious for this  connecting to the hitman server seriously this is a singleplayer game had lots of these moments during crucial moments in my gameplay and it was honestly really frustrating didnt buy the dlc and im not into vr so i cant say anything about them,6.9,polarisstarx,175,FALSE,FALSE
1659040,1,1,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,store page information about the purchasing options could be clearer i had to research what version to buy instead of making my decision based on the information provided on the steam store page account transfer from my io account could also be more intuitive but seeing as i had no issues moving my account data from hitman 2 steam to hitman 3 steam i have no further criticisms base game is excellent highly recommended but not for the full price,9.3,elmo,294,FALSE,FALSE
1659040,1,2,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legacy access pass guide accessing legacy content is a little convoluted if you purchased hitman 1  2 previously the full versions not the free demos or whatever you want to make sure that youve installed both hitman 1  2 gotten to the main menu of the first game then gotten to the main menu of the second game you can quit out of the first mission this just needs to be done at least once  this will unlock the hitman 1 legacy pass for the 2nd game then you can load into hitman 3 and should see all the content in my case i purchased both games on sale since it was cheaper than the legacy packs for hitman 3 when it came out on egs  and never actually played 12 on steam  the egs version had a different way of seeing your ownership ignore that site for the steam version review if youve played hitman 1  2  3 is basically just more of that with slightly larger missions  i enjoyed it and would say it was worth 90ish dollars or whatever the total i paid for all 3 games was my only real issue is how they have multiple versions of the legacy passes and such listed on the store  and dont clearly list instructions on how to get them for free if you own previous versions  the information is out there but in steam guides for the previous games  its easy enough just play the previous 2 games once  but having to download 160gb of games just so the server can see that you own them is kinda meh,0.4,xylr,603,FALSE,FALSE
1659040,1,3,FALSE,01-01-22,"artificial stupidity, invalid graphical representation",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,if you are thinking of playing this in vr you are going to struggle couldnt even complete the vr tutorial without the game getting stuck immersion is very lowjanky controls and poor animations are just not convincing even on sale this is an overpriced disappointment,0.9,timothy.allen,109,FALSE,FALSE
1659040,1,4,FALSE,01-01-22,"artificial stupidity, invalid graphical representation, invalid value change ",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,great gameplay but damn is this full of bugs disconnects npcs seeing stuff through walls broken ai interactions seriously fix it its ruining the fun ow and also seemingly half the missions i complete dont get saved as progress,47.1,franklyundead,72,FALSE,FALSE
1659040,1,5,FALSE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beautiful like the whole series  great atmosphere  good stable graphics and gameplay  option to play again after a while   8 hours to play through a bit short on content  epic games launc,7.8,emeralth,134,FALSE,FALSE
1659040,1,7,TRUE,01-01-22,"invalid event occurance over time, information out of order",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,timedexclusivity and general story issues aside this is a great game the core game play is solid and its probably the best in the series would highly recommend,34.5,svetovid,354,FALSE,FALSE
1659040,1,8,TRUE,01-01-22,"information out of order, lack of required information",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,i rate this a positive review because i absolutely love this series however this game is severely flawed compared to its predecessors the missions are far more lineair and the sandboxy feeling is lost to me i think they went for this aproach to better tell the story it comes at a cost so be warned other than that it looks and runs great,10.9,sherlock,560,FALSE,FALSE
1659040,1,9,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i only find satisfaction taking out targets of evil people and minions harming humanity and only chokeholding knocking out not killing non target civilians and innocents then stuffing them in a locker or storage where they are safe when they wake back up with previous clothes available to wear for them after i steal theres makes me feel like a wonderful human being,3.9,uhmayjeeng,15,FALSE,FALSE
203160,1,0,TRUE,01-01-22,"interrupted event, information out of order",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,as far as pure adventureaction game goes id rate it a 7510 its well done with pretty nice graphics and a solid combat system the biggest flaws i found were as for the story its not outstanding by any means most of the questions player has at the end arent really explained which is a little strange considering this type of game the side characters are not very interesting either when one of them dies they are like  oh well anyway after a while i got bored with the fact that everywhere the main character doesnt set foot everything starts to collapse fall down explode or whatever i understand that its an action genre but towards the end it became comical in addition too many quick time events seriously interrupt scenes,14.4,wiliam,315,FALSE,FALSE
203160,1,1,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tomb raider tells a tense and exciting story about how lara croft a timid young girl had to face a hostile environment and learn to survive where others were dying with only flair and instincts at her disposal lara must go beyond the limits of human endurance uncover the dark secrets of the forgotten island to which fate has thrown her and fight for her right to break out of the stranglehold of this place and escape from here download the turning point video to see the beginning of lara crofts misadventures,0.4,naruto uzumaki,52,FALSE,FALSE
203160,1,2,FALSE,01-01-22,artificial stupidity,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,its 2022 this game was good when it came out but it doesnt hold up anymore also the game had more bugs than the jungle where the game was set,10.6,takiijambarra,132,FALSE,FALSE
203160,1,5,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mostly linear but generally a solid experience i really liked the games world it never failed to impress me with its visuals and attention to detail id say buy it if you can find it on sale thats how i got it p,37.9,cute_cadaver,14,FALSE,FALSE
203160,1,7,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a must play for everyone if you didnt say that the game was from 2013 i would have believed you the game looks amazing at his highest settings it has pretty much everything you would want in a game combat adventure parkour story and epic in games cinematics transition a well rounded game overall,14.2,criptaike,158,FALSE,FALSE
203160,1,9,TRUE,01-01-22,invalid graphical representation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,some clunkiness and the choice to go tressfx over nvidia hairworks definitely shows its age if they had just gone physx we could have 60 fps that isnt all over the place on 30xx hardware lol talking about 4k but it doesnt really perform better on 1080p either,39.3,vemira,115,FALSE,FALSE
1174180,1,0,FALSE,01-01-22,action not possible,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,this is more of a tv series than a video game there are a lot of care taken in world building character development and plot the game though is extremely scripted you must do everything exactly the way this game wants you to do it other wise its instant game over and reload from checkpoint,35,aierce,132,FALSE,FALSE
1174180,1,1,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i loved the game although online has now become 100 a cash grab but if youre willing to put up with a lot of grind it is an amazing game,482.8,purp1edinosaur,14,FALSE,FALSE
204100,1,7,TRUE,01-01-22,action not possible,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,this game is too much fun in the way you get kill the time delayed feature is make this more fun and enjoyable but one thing is too bad about this game is you have to on rockstar launcher in your taskbar and also you have to connected in online otherwise you cant play this game,4.5,prithish das,56,FALSE,FALSE
221040,1,1,TRUE,01-01-22,"action not possible, invalid event occurance over time ",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,having spent quite a bit of time back on the ps3 this game is ironically one of my favorites of the series i really like the enhanced movement control options and various features such as the quick shot melee combat and countering capabilities however while the story was neatly layed out from different perspectives the game lacked everything associated with its survival horror roots the lack of weapon customization that was featured in re4 and 5 was a let down but was more than compensated with various melee combat options and countering capabilities the little customization that the player has is in setting up eight different triplets of skill slots that they purchase and upgrade skills throughout multiple runs of the game these were nice but i wish there was room for just one more due to the difficulty in escaping from various enemy grab attacks as far as weapons go each story includes various weapons that are acquired throughout the first playthrough and remain unlocked after that the use of grenades has also been mapped much better to quickly and efficiently get to and use than in the other games another great enhancement is the dying status being upgraded from the way it was in re5 that allows the player to defend and escape death without aid though at a disadvantage the overall presentation of the game was very well done and had very good graphics the levels were in some cases less enjoyable the way they trapped you in a smaller section at a time and blocked the ability to backtrack one of the most annoying aspects of the game was the interactive movie events or at least some of them that wants to cause great wear and tear to the controller to pull off in the limited time the last complaint would be in the numerous achievements that are attached to the various verses modes that few likely played to begin with given that resident evil has always been a singleplayer coop game overall the game is stylish and fun and the pc port seems to run perfectly fine the gameplay is more action oriented and less survival horror but the movement and combat options are in my opinion the best this franchise has ever featured in any of their games if you like these games then you will likely enjoy this one for the game it is however if it must be survival horror then you may be let down by this one,33,karythar,155,FALSE,FALSE
221040,1,3,TRUE,01-01-22,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,honestly re6 is a very fun coop game with another friend to play with yeah it drops the horror aspect of the game but man is it fun,7.9,nsaneqtip,153,FALSE,FALSE
